Epoch,Train_Acc,Test_Acc,Train_Loss
1,53.822,52.019999999999996,1.568189034300387
2,66.62,64.97,1.1513338019628354
3,68.326,65.86,0.9027186696562925
4,77.974,73.58,0.7657478364074931
5,81.734,76.39,0.6489847723556601
6,83.602,76.81,0.5655721930210548
7,83.00999999999999,75.84,0.49243221723515057
8,88.366,78.61,0.42986206279691225
9,89.008,78.75999999999999,0.3716678272008591
10,90.996,80.25,0.3287806289789774
11,90.658,78.35,0.2844422174631939
12,94.37,80.25,0.2620985495436298
13,93.214,78.89,0.22223636499889518
14,95.916,80.91000000000001,0.197353820942933
15,95.328,80.17,0.18372013238365845
16,96.06,80.74,0.16850590157558393
17,96.626,80.49,0.1523544375529832
18,96.602,80.47,0.14216111019811095
19,97.09400000000001,80.25,0.13081694333254337
20,97.052,80.46,0.12561417147493387
21,96.782,80.55,0.11274904619707056
22,98.002,81.07,0.11557327587481427
23,96.97,80.61,0.09691210828252289
24,97.296,80.64,0.10673241537240574
25,97.482,80.43,0.09921451323413197
26,97.886,80.77,0.08255669388853376
27,96.82,79.95,0.09338526003589125
28,98.002,80.60000000000001,0.08151489164194335
29,97.938,80.81,0.07963313463101131
30,98.22800000000001,81.3,0.08254988417309254
31,98.29599999999999,81.35,0.0764421722798101
32,98.482,81.17,0.07706075876190796
33,97.71600000000001,80.80000000000001,0.07050190627327203
34,98.5,81.13,0.061879706384121054
35,98.52199999999999,81.01,0.06818040882465322
36,98.656,81.22,0.06242407648221237
37,98.68400000000001,81.35,0.0649512024447316
38,96.884,79.77,0.06164266105563811
39,98.19200000000001,80.51,0.05770999633783327
40,98.668,81.21000000000001,0.06409436341433469
41,98.98,81.46,0.05795336423975909
42,98.68400000000001,80.73,0.05432691565877639
43,98.576,81.08,0.055394265308554576
44,98.26599999999999,80.30000000000001,0.052094227422827905
45,98.008,80.34,0.0515346193493045
46,99.15,81.99,0.05438055011668288
47,98.85199999999999,81.13,0.04929984914505279
48,98.312,80.7,0.04280918533467185
49,98.898,81.99,0.04671110167792436
50,99.18599999999999,81.62,0.04876682797877896
51,98.802,80.28,0.047009147724675314
52,98.50999999999999,80.81,0.04097653132774915
53,99.19200000000001,81.77,0.045939389728981816
54,97.638,80.60000000000001,0.04236342606406845
55,98.896,81.54,0.04086651529888581
56,98.24199999999999,80.72,0.04344465597809585
57,99.104,82.31,0.04037726653119474
58,99.092,81.91000000000001,0.03757702834703072
59,98.694,81.31,0.0360602242893891
60,99.30799999999999,82.3,0.04044306899781626
61,99.29599999999999,82.19,0.03224424315180899
62,98.95,81.08999999999999,0.04052194104113606
63,98.59400000000001,81.25,0.03128377248874277
64,99.116,82.01,0.03681377064210543
65,99.366,82.16,0.0327443235102059
66,98.79400000000001,81.47,0.034845539185952734
67,98.816,81.23,0.034911597624987266
68,99.11999999999999,81.89,0.03022720545769328
69,99.388,81.67999999999999,0.035338446216964726
70,99.054,81.45,0.031652601514048244
71,98.932,81.43,0.02805102611797766
72,98.822,81.22,0.03402099124395766
73,98.916,81.08999999999999,0.03266796596565485
74,98.756,81.47999999999999,0.028928325648269648
75,99.084,81.85,0.03045776796012047
76,99.35000000000001,82.02000000000001,0.026403446202347254
77,99.394,82.3,0.02510669683694089
78,99.316,81.54,0.030506510360655017
79,99.394,81.75,0.027573634583810683
80,99.546,82.64,0.025352249898959834
81,99.168,81.81,0.025763330325098928
82,99.164,81.95,0.030109795606638547
83,99.17200000000001,81.6,0.030746048716099886
84,99.402,81.52000000000001,0.022346036873714743
85,99.516,81.89,0.025202033916049724
86,99.18,81.61,0.025433201561164978
87,99.52,82.16,0.026624489182406407
88,99.44,81.78999999999999,0.025148842777439652
89,99.356,81.94,0.022935691090259218
90,99.14,80.97,0.025220974443426483
91,99.412,81.83,0.02544902504651382
92,98.98400000000001,81.17999999999999,0.027250744848130785
93,98.86,81.11,0.0227574272428548
94,98.888,81.51,0.022059596091465843
95,99.53999999999999,82.19999999999999,0.023780011475160498
96,99.266,81.8,0.022359290124733557
97,99.49,82.32000000000001,0.01910842296282869
98,98.882,81.31,0.022461606473124358
99,99.48,82.09,0.024941367637606293
100,99.49,82.26,0.025325052751106664
