Epoch,Train_Acc,Test_Acc,Train_Loss
1,41.842,41.15,1.749577759019554
2,49.175999999999995,48.72,1.5920670204760168
3,60.228,58.74,1.282002459249228
4,69.184,66.72,1.0707835645017112
5,70.98,68.07,0.9090663184747672
6,75.574,72.82,0.7692228783960537
7,80.24799999999999,76.14,0.6682383629976941
8,82.466,76.77000000000001,0.5845121117427831
9,86.264,78.79,0.5176836999366655
10,86.432,78.14,0.4501336054957431
11,90.206,79.69000000000001,0.40075616658572344
12,91.172,79.80000000000001,0.3436925614352726
13,92.388,80.47,0.29857774293216904
14,94.43599999999999,81.42,0.25950081279629944
15,94.972,80.71000000000001,0.2208250100960207
16,95.77799999999999,80.83,0.19383834643156062
17,94.27600000000001,78.5,0.17121361282742237
18,97.042,81.26,0.1492576377985575
19,96.41199999999999,79.46,0.13511127025089073
20,95.88799999999999,79.57,0.12954159004285054
21,96.952,79.38,0.11081570115230997
22,97.126,80.55,0.10666964742619439
23,96.848,80.42,0.09666856440543994
24,97.25200000000001,80.19,0.09424639875075215
25,96.646,79.65,0.08920908572963293
26,97.80799999999999,80.53,0.08887986621945677
27,98.178,80.73,0.07417242855454087
28,98.274,80.4,0.08287680825299543
29,98.71799999999999,81.36,0.07354349660156581
30,97.48599999999999,79.71000000000001,0.06989368209366739
31,98.24000000000001,80.28,0.06724476521653706
32,97.914,80.08999999999999,0.06593618208430517
33,97.536,79.17,0.06550425729628585
34,97.404,79.97,0.05922035725645559
35,96.94,79.64,0.06512476862652365
36,98.49799999999999,81.06,0.05669428525848941
37,98.128,80.51,0.054806354373176595
38,97.276,79.64,0.06161867380317877
39,99.044,81.39999999999999,0.05350641207010283
40,98.322,80.72,0.056986563475183244
41,99.30799999999999,81.5,0.042628947538203114
42,99.224,81.76,0.055663751063557566
43,98.408,80.38,0.04675147107289032
44,98.15,80.05,0.04391546549437487
45,98.926,80.33,0.0533536258612133
46,99.41,81.38,0.045503137280385644
47,98.996,80.78999999999999,0.04145268351107578
48,99.042,80.39,0.04811989781352223
49,98.86,80.33,0.039670116581988005
50,98.784,80.73,0.04248626630828011
51,99.144,80.85,0.04285128697567016
52,98.934,81.21000000000001,0.03858451647941149
53,98.746,80.56,0.03499244275605431
54,99.4,81.58,0.037994054060325425
55,98.874,80.99,0.04161625593136091
56,98.81,80.63,0.03971956697877085
57,98.836,80.42,0.0343775758457616
58,99.252,80.72,0.03144939495887741
59,99.25399999999999,81.08,0.039563332382804545
60,99.28200000000001,81.14,0.032037007842839506
61,98.724,80.51,0.03471647173187414
62,99.226,81.06,0.035382429958539095
63,98.616,80.21000000000001,0.031649745652916436
64,98.904,80.91000000000001,0.03135569145494868
65,99.312,81.47999999999999,0.03434859511226325
66,99.208,80.81,0.03065337656525305
67,99.32600000000001,80.96,0.02973099401320198
68,99.14,80.62,0.03233875315628209
69,99.426,81.42,0.029794325105227528
70,99.288,81.28999999999999,0.03013130251953588
71,98.636,80.21000000000001,0.028328016776491202
72,99.266,81.36,0.029681190090087812
73,99.542,81.42,0.03019534365257711
74,99.42,81.31,0.02493689677133859
75,99.532,81.28999999999999,0.025557627756069266
76,99.33999999999999,81.37,0.0306595898773152
77,99.072,81.0,0.025600507392545345
78,99.20400000000001,81.28999999999999,0.026193712448032543
79,99.176,81.36,0.026075383347440605
80,99.224,81.37,0.01813360602041158
81,98.908,81.54,0.03146800054403049
82,99.18599999999999,81.58,0.02777285992253564
83,99.738,82.19,0.019937309293869904
84,99.124,81.10000000000001,0.02620130802132621
85,99.49,81.98,0.023034525200473534
86,99.644,81.67999999999999,0.027773684435596992
87,99.45,81.61,0.02331405230439798
88,99.504,81.22,0.021094900043279317
89,99.56,81.57,0.0223468694350366
90,99.722,81.58,0.024849094687435534
91,99.8,82.17999999999999,0.02039131085373699
92,98.848,80.08,0.02062405752622231
93,98.98599999999999,80.7,0.023446568304479977
94,99.398,81.23,0.021585359470283758
95,99.464,81.35,0.02208218234540943
96,98.748,80.34,0.017672394737721676
97,99.676,81.8,0.022880077312105795
98,99.164,80.74,0.02216774143419075
99,99.46000000000001,81.25,0.019266811825730347
100,99.618,81.76,0.022427199068442396
101,99.30600000000001,81.24,0.02198803438174771
102,99.578,82.05,0.01909643253775113
103,99.534,81.44,0.025056550905875944
104,99.762,81.58999999999999,0.01821737907041953
105,99.304,81.01,0.016381164181555392
106,99.504,81.39999999999999,0.021779519992394764
107,98.79400000000001,80.67,0.01706799144960449
108,99.3,80.63,0.019249361268228085
109,99.548,81.47,0.019643241527622885
110,99.49,81.39999999999999,0.018116568075365276
111,99.67399999999999,81.97,0.021123392658023883
112,99.38,81.03,0.013187804833915087
113,98.86,80.06,0.019478554946470612
114,99.302,81.12,0.021646565802264078
115,99.166,81.11,0.011609303620055463
116,99.52600000000001,81.15,0.030089886128374547
117,99.394,81.43,0.012370407178332475
118,99.32600000000001,81.2,0.015191883170607705
119,99.576,81.16,0.01808185514239871
120,99.572,81.8,0.017519859169796526
121,99.80799999999999,82.25,0.019864549262427113
122,99.724,81.8,0.017541525490088434
123,99.016,80.42,0.014736461402910553
124,99.78200000000001,81.45,0.016448821198632557
125,99.746,81.75,0.017364760381443536
126,99.544,80.92,0.013157600434518493
127,99.774,82.13000000000001,0.017276887438133704
128,99.75,81.78999999999999,0.018914452367827086
129,99.74199999999999,81.78,0.014305058573621458
130,99.30799999999999,81.33,0.01673845852667484
131,99.164,80.87,0.016191754635707427
132,99.846,82.24000000000001,0.016200372678131757
133,99.768,81.57,0.015574707411895575
134,99.72800000000001,82.04,0.01268761013291442
135,99.684,81.61,0.013715413736042214
136,99.786,82.24000000000001,0.017768583926377906
137,99.598,81.75,0.01331956616312037
138,99.726,81.86,0.019039419266694023
139,99.52,81.34,0.012944034033511265
140,99.404,81.24,0.013374540801424884
141,99.734,81.52000000000001,0.01699561843744024
142,99.236,81.15,0.012739949419404224
143,98.71,80.10000000000001,0.015233262856705189
144,99.598,81.76,0.014417601451738015
145,99.586,81.39,0.015250834211678718
146,99.666,81.77,0.01668206581433026
147,99.892,82.24000000000001,0.01120108158584919
148,99.506,80.93,0.013503784688804598
149,99.702,81.99,0.01180860816907567
150,99.076,80.52,0.019462922718878912
151,99.496,81.84,0.014076145168124974
152,99.61,82.26,0.011535857797957091
153,99.592,81.69999999999999,0.01630741526960055
154,99.842,82.45,0.011470380226148704
155,99.642,82.11,0.013619435728380543
156,99.618,81.24,0.01560037073231611
157,99.53,81.28,0.012560585992647163
158,99.41600000000001,81.61,0.013909971402932812
159,99.774,82.37,0.011286979856201477
160,99.758,81.98,0.015931847438780625
161,99.656,81.96,0.01262498859060703
162,99.422,81.24,0.01512452697238354
163,99.772,82.07,0.010581391372621077
164,99.546,81.64,0.01218110227573724
165,99.628,81.67,0.01150795029903937
166,99.452,81.21000000000001,0.013971839640672836
167,99.74199999999999,81.93,0.013501093016501403
168,99.53999999999999,81.52000000000001,0.011037860468267496
169,99.566,82.17,0.012767725531362824
170,98.56200000000001,80.25,0.01411310394958077
171,99.68,81.62,0.012785811928812514
172,99.612,81.32000000000001,0.009886248898324445
173,99.528,81.38,0.01053890458529621
174,99.83999999999999,81.83,0.013097121395858871
175,99.696,81.36,0.011237331380280267
176,99.734,82.25,0.012596945358570484
177,99.666,81.89,0.009168332833166886
178,99.31,81.24,0.014654277338919814
179,99.854,82.78999999999999,0.012384305447264462
180,99.484,81.24,0.01024004325877181
181,99.892,82.24000000000001,0.014043307455929263
182,99.496,81.17999999999999,0.009335188160513095
183,99.684,81.67,0.011040419168864881
184,99.78200000000001,82.19999999999999,0.01585524577632868
185,99.71,82.07,0.009243549849493332
186,99.638,81.84,0.015363072945996106
187,99.622,81.96,0.008692381839599366
188,99.634,81.73,0.014296575771595018
189,99.806,82.11,0.009398083569318455
190,99.732,81.74,0.010585556683128598
191,99.436,81.49,0.00968902187036213
192,99.362,81.28999999999999,0.015845245533520583
193,99.67,81.83,0.00911187334042454
194,99.83,82.8,0.009736443127874857
195,99.514,81.61,0.007869769077125926
196,99.71600000000001,81.26,0.016326245349483785
197,99.622,81.74,0.009641741794797364
198,99.734,82.21000000000001,0.0100554150837043
199,99.384,80.92,0.011766884303584387
200,99.736,81.83,0.008411567514983575
