Epoch,Train_Acc,Test_Acc,Train_Loss
1,56.678,55.60000000000001,1.4083695905592741
2,58.214,57.26,1.5895873656510697
3,66.726,64.75,1.0835549335955355
4,65.01,62.6,0.919320198199938
5,75.078,71.25,0.8218757269327598
6,76.47,72.53,0.7264903766648544
7,79.988,74.77000000000001,0.6503771057214274
8,82.978,76.42999999999999,0.5746209133425941
9,86.22,78.05,0.5080364872618099
10,87.964,79.23,0.44649479978377254
11,87.63,77.85,0.3934307986741786
12,88.44,77.23,0.3454816371221524
13,90.34400000000001,77.92,0.29716473544383293
14,93.416,79.54,0.25945605786369585
15,90.276,77.85,0.23113898844803538
16,94.446,79.46,0.19501378650174422
17,95.292,79.45,0.17816317258664713
18,95.43,79.60000000000001,0.16033836617074965
19,92.702,78.27,0.1479445556321603
20,97.724,80.55,0.13231011475805585
21,97.81800000000001,80.67999999999999,0.12850883903810778
22,95.674,79.93,0.11005791142830611
23,97.942,80.95,0.10892092573213512
24,96.438,79.57,0.10129451450101003
25,97.10600000000001,80.28,0.10610729486614828
26,97.896,80.73,0.08800565744148772
27,96.86399999999999,79.86999999999999,0.09211358822443906
28,97.044,79.4,0.08847348198391107
29,97.202,80.2,0.08373013752437604
30,97.474,80.7,0.08792667032625584
31,97.932,81.11,0.07731554784324934
32,97.576,80.45,0.0730568692978362
33,98.236,81.12,0.07980387069507028
34,98.35199999999999,80.45,0.07198030791272793
35,97.97,80.35,0.07283127217736962
36,98.556,81.5,0.06928768616688945
37,97.226,79.86999999999999,0.06210469974956982
38,98.644,81.10000000000001,0.07044989673812013
39,98.11800000000001,80.36,0.0659816904330526
40,98.588,81.31,0.0670636041933643
41,98.166,81.10000000000001,0.06417463428620428
42,98.13199999999999,80.75,0.06374015703903335
43,96.22800000000001,79.02,0.05713710234873533
44,97.81,80.2,0.05896611227963568
45,98.24199999999999,80.87,0.06152858041093477
46,98.736,81.39,0.059185766669608356
47,98.482,80.53,0.05845912849983734
48,98.11800000000001,80.76,0.0630623881924389
49,98.79599999999999,81.38,0.05032361240621627
50,99.286,81.45,0.05285284625258549
51,98.584,80.83,0.056826115954741616
52,98.79599999999999,81.27,0.048111401987128086
53,97.81400000000001,80.13,0.06296611624984833
54,98.96000000000001,80.97,0.0467725623853962
55,98.938,81.47,0.05876037975072937
56,99.196,82.01,0.05420900381720581
57,98.378,81.15,0.04456014779832243
58,98.396,80.51,0.052293978763170795
59,98.958,81.65,0.04868130866922569
60,98.496,81.37,0.04404554441054661
61,98.54,81.16,0.04948282409849388
62,99.232,81.78,0.045250527800761685
63,99.22800000000001,81.55,0.04552308224135494
64,98.25399999999999,80.85,0.04595801658491316
65,98.79,81.43,0.045737526632490796
66,98.576,81.36,0.05295389498771138
67,98.8,81.51,0.042285663439505766
68,96.942,79.71000000000001,0.04581559787902152
69,99.064,81.51,0.04674231664389562
70,98.218,80.9,0.041757714724165354
71,97.86200000000001,79.53,0.037533492115816004
72,99.154,81.8,0.04272806890783897
73,98.08,80.66,0.0478199943901597
74,99.012,81.39999999999999,0.04225330652813922
75,98.99799999999999,82.02000000000001,0.041618087700658356
76,98.476,81.2,0.041942127147241215
77,98.856,81.27,0.040367385294810036
78,98.66,80.88,0.037335817657937795
79,99.054,81.56,0.04385528398678153
80,99.506,82.11,0.03842704110827102
81,99.256,81.63,0.03826984130371602
82,99.066,81.71000000000001,0.03756739304906687
83,98.76599999999999,81.47,0.03479926831676359
84,98.782,81.43,0.03740006039068183
85,98.988,81.58,0.0390570699547027
86,99.212,81.95,0.03818917979641929
87,98.102,80.38,0.03601687505510469
88,98.672,80.97999999999999,0.04035322247587396
89,98.74000000000001,81.47,0.030432680739619297
90,99.18400000000001,81.58999999999999,0.039923892905185346
91,98.65,81.52000000000001,0.03804467528478017
92,99.31400000000001,82.46,0.031237147386235547
93,99.33999999999999,81.74,0.03961839898877367
94,99.034,81.44,0.03128002382494221
95,99.344,82.1,0.03996149809481582
96,99.102,81.65,0.03091996698735191
97,99.33800000000001,81.98,0.035518836330042144
98,99.302,81.72,0.03317253984851212
99,99.008,81.22,0.036483052316220906
100,99.08,81.58999999999999,0.03210459202413371
