Epoch,Train_Acc,Test_Acc,Train_Loss
1,56.596000000000004,55.08,1.447320126054232
2,63.124,61.35,1.2090078862503058
3,67.878,66.02,0.9538080847781637
4,70.082,67.47999999999999,0.8438122456564623
5,76.89,72.82,0.7419529908605854
6,81.91000000000001,76.55999999999999,0.6518313613389154
7,82.124,76.07000000000001,0.5739468736264407
8,83.87400000000001,76.61,0.5006985516308824
9,87.208,78.53999999999999,0.43633769262019934
10,89.964,80.04,0.3819953023129717
11,91.55799999999999,80.41,0.32638884519638917
12,90.946,78.53999999999999,0.2767302722996458
13,91.632,78.73,0.2353050382402928
14,94.446,80.14,0.20681852893546568
15,94.244,79.47,0.17781627993754415
16,94.54599999999999,78.77,0.15189083990976787
17,94.72,79.4,0.14232943284437252
18,97.528,80.97999999999999,0.13039070963287902
19,96.512,80.49,0.1145770669845707
20,96.14,79.86,0.10542236700120484
21,96.34,80.07,0.10954186927986896
22,98.402,81.23,0.0984293858632636
23,97.59,80.89,0.08688808368820258
24,96.128,79.7,0.09288978697779729
25,98.25,81.12,0.08560308295181807
26,98.11999999999999,81.19,0.08089983510486175
27,97.078,81.03,0.0771636669524014
28,97.202,80.78999999999999,0.07762182736054749
29,98.436,81.55,0.0736590461907289
30,98.38799999999999,81.49,0.0691765030709636
31,98.778,81.99,0.06574358961243769
32,97.702,80.65,0.07041972146406436
33,96.822,78.88,0.06645431906021203
34,97.6,80.24,0.06225726545682353
35,98.81400000000001,81.62,0.0623435802185191
36,98.738,81.69,0.058292741630919506
37,98.156,81.58,0.06466131258542743
38,98.598,81.91000000000001,0.05755696194993732
39,98.214,80.89,0.054099208413464876
40,98.83,82.0,0.05766232505716417
41,99.19,82.59,0.05215248959491808
42,97.49799999999999,80.42,0.053778969020882854
43,98.936,81.99,0.05397462125835152
44,97.966,81.01,0.052695273736710936
45,98.762,81.26,0.05557058188636118
46,99.03,81.56,0.04232708667650583
47,98.746,81.47999999999999,0.05055585023975345
48,98.666,81.97,0.05110953436562103
49,98.37599999999999,80.92,0.05179280589919423
50,99.318,81.94,0.049260739553862676
51,98.464,82.0,0.03972815867150774
52,98.622,81.28999999999999,0.05172292015872106
53,98.894,81.76,0.04405560350460756
54,97.674,80.15,0.048711012519063554
55,98.712,81.58,0.035695357907172966
56,99.27,82.42,0.04467204788564574
57,99.17200000000001,81.95,0.046297484685790716
58,99.198,82.09,0.04295389514541952
59,99.166,82.46,0.043020871310608576
60,99.25,81.8,0.04406214358738821
61,98.80799999999999,81.55,0.039560829253510434
62,98.74000000000001,81.97,0.04018769077965609
63,98.476,81.01,0.0447299300051798
64,99.022,81.83,0.04273656893896901
65,99.148,82.39999999999999,0.03746244651739589
66,98.578,80.80000000000001,0.03886747911903392
67,98.892,81.77,0.04099799806001725
68,98.83999999999999,81.51,0.03852294603466292
69,98.97200000000001,81.96,0.04053325674398077
70,99.128,82.1,0.041475597994855805
71,98.726,80.86,0.03786355833420405
72,99.318,82.33,0.037788581023720846
73,98.854,81.65,0.032386835042141876
74,99.37,81.91000000000001,0.03817061149153312
75,99.14,81.98,0.04198831101682822
76,98.626,81.37,0.030991461786033306
77,98.774,81.95,0.034100151091986435
78,99.138,82.19999999999999,0.03691764962942074
79,99.236,82.1,0.03520203112276084
80,99.118,81.92,0.03331118777768402
81,98.82,81.38,0.03856932118530501
82,99.46000000000001,82.78,0.03436931550742902
83,98.962,81.84,0.03149376770234271
84,98.488,81.62,0.031972223585226625
85,99.09,82.47,0.03540904754079799
86,98.882,81.66,0.035145471800671214
87,98.79,81.81,0.034053385485434226
88,99.188,81.78999999999999,0.036078863931076045
89,98.722,81.23,0.03339725025131798
90,99.31,81.89,0.02897978860797742
91,97.702,80.14,0.031023498562391928
92,99.22999999999999,81.8,0.04013218374454605
93,98.944,82.04,0.03142571012544616
94,99.7,82.87,0.031352413326657114
95,99.456,82.49,0.02985649310537558
96,99.11,82.24000000000001,0.032646759950059084
97,99.32,82.49,0.035442121285817
98,99.41600000000001,82.03,0.02972901239363148
99,99.508,82.91,0.02517568907860736
100,99.458,82.54,0.030398423551692557
