Epoch,Train_Acc,Test_Acc,Train_Loss
1,50.344,48.84,1.5817430684023805
2,61.187999999999995,59.230000000000004,1.2111683294291387
3,71.70400000000001,68.28999999999999,0.9302797363999554
4,80.25999999999999,75.79,0.7475180997491797
5,82.308,76.22,0.6129731167003017
6,82.902,75.96000000000001,0.5245818501085882
7,87.97399999999999,79.14,0.44641237454417415
8,89.752,80.53,0.37519508312501565
9,91.212,80.58,0.32481943214755227
10,90.688,79.54,0.2769417280945784
11,92.746,80.60000000000001,0.2468996110522305
12,95.834,82.25,0.21943460918886734
13,95.14,81.41000000000001,0.18900758114255145
14,94.15599999999999,80.61,0.1728165950054479
15,96.474,82.22,0.1551171452869349
16,96.87,82.31,0.14852257764629087
17,96.762,81.98,0.1372545474051686
18,96.64399999999999,81.77,0.13211279467481862
19,96.108,81.78999999999999,0.11403379020998088
20,97.324,82.05,0.11860142906417932
21,96.94,81.83,0.10334136826045753
22,97.65599999999999,82.28,0.10581204732713263
23,97.30799999999999,82.16,0.10405510732406259
24,97.504,82.26,0.09093916849376124
25,97.588,81.86,0.0946754774381228
26,97.722,82.07,0.0895548524393681
27,97.812,82.71,0.08284175382597167
28,97.352,81.94,0.08169355421610501
29,97.424,82.35,0.07886405847073459
30,97.274,81.58999999999999,0.08293828782041932
31,97.85000000000001,83.00999999999999,0.07426070560903057
32,96.832,81.33,0.07342420025791763
33,97.184,81.96,0.06394849779010486
34,97.988,82.13000000000001,0.07462191532018816
35,98.04,82.37,0.06972656581048256
36,97.30199999999999,81.81,0.05871116121322193
37,98.72,83.03,0.07437240082444266
38,98.30600000000001,82.36,0.05104253721340676
39,97.978,82.06,0.06256760390589426
40,98.184,82.24000000000001,0.06118492292992942
41,98.008,82.47,0.05031601131296433
42,98.748,83.05,0.0588060901574719
43,97.994,81.99,0.056518695228929626
44,98.398,82.64,0.048033215506585875
45,98.744,82.64,0.05375073458464585
46,99.06,83.50999999999999,0.041396994941586225
47,98.406,82.25,0.04833179140103805
48,97.86399999999999,81.54,0.05117413630727512
49,98.768,83.19,0.05414875962680963
50,99.316,83.64,0.040744110503245286
51,97.81400000000001,82.16,0.04860232576868995
52,98.772,83.34,0.04265846321960706
53,97.402,81.78,0.04458517723557804
54,98.18599999999999,82.0,0.04721073364901334
55,99.35000000000001,83.97,0.034945277052278255
56,98.77,83.04,0.038143693809922836
57,99.07000000000001,83.74000000000001,0.04984907113672758
58,99.112,83.56,0.03892231428937074
59,98.94,83.52000000000001,0.0386763798726505
60,98.706,82.28999999999999,0.03774123166991777
61,98.708,82.78999999999999,0.035520265230552746
62,99.36,83.7,0.040551422495858525
63,98.438,82.56,0.04210595800678673
64,98.86,83.36,0.029905538504549196
65,99.29,83.78,0.03294124535393313
66,98.934,83.34,0.0380268477113269
67,99.188,83.56,0.03291376099097477
68,98.616,83.08,0.03299630739363408
69,99.134,83.33,0.03755845004912851
70,98.872,83.06,0.034337583140910295
71,99.102,82.93,0.02652194432037346
72,98.86200000000001,83.08,0.0330307548776913
73,98.75,82.50999999999999,0.02769369996306004
74,99.324,84.02,0.03648384146819338
75,99.29,83.81,0.027190806378409905
76,98.508,82.48,0.02571327751163253
77,99.19200000000001,83.97,0.03491006805388051
78,98.784,83.39999999999999,0.023441158660465394
79,99.274,83.54,0.03291136398840763
80,98.99,83.08,0.026937488475879963
81,98.732,83.48,0.024739092384517367
82,99.226,83.17,0.031183934879459172
83,99.288,83.85000000000001,0.0252962934683193
84,99.318,83.58,0.02501077938888645
85,98.568,82.50999999999999,0.026912161428343635
86,99.118,83.53,0.029086437932660154
87,99.41799999999999,83.19,0.023155730803214435
88,99.344,83.3,0.02341863211198791
89,99.03,83.43,0.02680004531918789
90,99.22,83.36,0.02817723360246472
91,99.0,83.94,0.022582823446228452
92,99.066,83.09,0.02295304073079926
93,99.74199999999999,84.35000000000001,0.02047590932706395
94,98.792,83.42,0.022636058007386047
95,99.47,83.77,0.03633891421624792
96,99.586,84.34,0.013922192464487011
97,99.42,84.06,0.022719923946869877
98,98.94800000000001,83.15,0.025059098669764652
99,99.346,83.87,0.018246515397573215
100,99.41600000000001,84.02,0.02917694112144472
